Date OS;Nature de prestation;Service bénéficiaire;Rubrique budgétaire;Fournisseur;type Frs;type de dépense;Montant dépens TTC;Service bénéficiair;type budget(I,F);délai d’exécution;délai réel d’exécution.
04/17/2018 00:00:00;Entretien et réparations des biens immobiliers ;Direction régionale CHAOUIA TADLA (DRCT);"Entretien et réparations des biens immobiliers									";STE ENERGIE THERME sarleau;local;Bon de commandes;19 092;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
02/23/2018 00:00:00;Service;Siege;Achat de petit outillage et de petit équipement;TRAVERDI SARL;local;Bon de commandes;151 997;Siege;Investissement;0;
10/03/2017 0:00;ACQUISITION DE FOURNITURES DE BUREAU ET FOURNITURES INFORMATIQUESS;Siege;Achat de fournitures de bureau;REMOPUB;local;Bon de commandes;171 552;Siege;Investissement;0;
10/20/2017 00:00:00;Achat de combustibles;Direction régionale ORIENT (DRO);Achats de combustibles;STE SHELL FAYOLE;local;Bon de commandes;5 000;Direction régionale ORIENT (DRO);Investissement;1;
03/15/2018 00:00:00;Réception et participation aux manifestations officielles;Siege;"Entretien et réparations des biens mobiliers									";ITALCAR;local;Bon de commandes;396;Siege;Investissement;0;
08/22/2017 00:00:00;Formation;Siege;"Formation									";MAN CONSEIL;local;Contrat Droit Commun;144 000;Siege;Investissement;0;
03/12/2018 0:00;Acquisition de fournitures de bureau;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Achat de fournitures de bureau;ARKEOS;local;Bon de commandes;5 040;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
01/01/2018 0:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE ZIRAOUI;Achats Produits Pharmaceutiques & Laboratoires;SOMADIAG;local;Marché Fournitures;39 600;POLYCLINIQUE ZIRAOUI;Investissement;0;
01/01/2018 0:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE ZIRAOUI;Achats Produits Pharmaceutiques & Laboratoires;ESPACE BIOLOGIE;local;Marché Fournitures;4 152;POLYCLINIQUE ZIRAOUI;Investissement;0;
10/05/2017 0:00;Achat de combustibles;Direction régionale RABAT SALE (DRRS);Achats de combustibles;VIVO ENERGIY MAROC;local;Bon de commandes;7 500;Direction régionale RABAT SALE (DRRS);Investissement;0;
11/16/2017 00:00:00;Réception et participation aux manifestations officielles;Direction régionale CHAOUIA TADLA (DRCT);"Réception & participation aux manifestations officielles									";NRG BUSINESS;local;Contrat Droit Commun;1 073;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
11/01/2017 0:00;Entretien et réparations des biens immobiliers ;Direction régionale RABAT SALE (DRRS);Achats de travaux, études et prestations de service;ZONE DESIGN PRO;local;Bon de commandes;5 376;Direction régionale RABAT SALE (DRRS);Investissement;0;
11/13/2017 00:00:00;Acquisition de fournitures informatiques;Direction régionale CASA ANFA (DRCA);Achat de fournitures informatiques;TA BURO SARL;local;Bon de commandes;14 928;Direction régionale CASA ANFA (DRCA);Investissement;0;
05/25/2017 00:00:00;Acquisition de fournitures sanitaires;POLYCLINIQUE TANGER;"Maintenance des agencements & installations techniques									";HORIZON MEDICAL (Sarl);local;Bon de commandes;19 908;POLYCLINIQUE TANGER;Investissement;1;
11/13/2017 00:00:00;Fourniture de bureau;Direction régionale CASA ANFA (DRCA);Achat de fournitures de bureau;ESPACE RIVIERA;local;Bon de commandes;24 826;Direction régionale CASA ANFA (DRCA);Investissement;0;
02/27/2018 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";AUTOGRAPH;local;Contrat Droit Commun;963 510;Siege;Investissement;0;
01/01/2018 0:00;Service;POLYCLINIQUE SETTAT;Achats de travaux, études et prestations de service;ATHISA MAROC SARL;local;Marché Fournitures;108 000;POLYCLINIQUE SETTAT;Investissement;220;
02/29/2016 00:00:00;Formation;Siege;"Formation									";CECOFORMA;local;Marché Services;199 680;Siege;Investissement;0;
02/29/2016 00:00:00;Formation;Siege;"Formation									";CECOFORMA;local;Marché Services;199 680;Siege;Investissement;0;
09/29/2017 00:00:00;entretien et la maintenance du matriel informatique;Direction régionale KENITRA KHEMISSET (DRKK);"Entretien et réparations des biens mobiliers									";CASI  TECH  SARL;local;Bon de commandes;4 080;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
10/02/2017 0:00;Entretien et réparation des biens mobiliers;Direction régionale CHAOUIA TADLA (DRCT);"Entretien et réparations des biens mobiliers									";STATION SHELL SOSEBRO-BENI MELLAL-;local;Bon de commandes;600;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
10/02/2017 0:00;Maintenance;Direction régionale CHAOUIA TADLA (DRCT);"Maintenance des agencements & installations techniques									";AMRIMO NEGOCE;local;Bon de commandes;12 082;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
10/23/2017 00:00:00;Acquisition de fournitures de bureau;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Achat de fournitures de bureau;PROVEDIC;local;Bon de commandes;17 280;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
11/17/2017 00:00:00;Entretien et réparation des biens mobiliers;Direction régionale KENITRA KHEMISSET (DRKK);"Entretien et réparations des biens mobiliers									";STE RABAT INCENDIE;local;Bon de commandes;2 976;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
03/19/2018 00:00:00;ACQUISITION DE FOURNITURES DE BUREAU ET FOURNITURES INFORMATIQUESS;Siege;Achat de fournitures de bureau;AMAY BURO MAROC;local;Bon de commandes;240;Siege;Investissement;0;
01/05/2018 0:00;Service;POLYCLINIQUE AGADIR;Achats de travaux, études et prestations de service;APPROCHE  SERVICES;local;Marché Services;618 372;POLYCLINIQUE AGADIR;Investissement;1 100;
03/20/2018 00:00:00;Fourniture de produits pharmaceutiques;POLYCLINIQUE KENITRA;Achats Produits Pharmaceutiques & Laboratoires;ZENITH PHARMA;local;Bon de commandes;5 778;POLYCLINIQUE KENITRA;Investissement;15;
02/26/2018 00:00:00;Maintenance;POLYCLINIQUE INARA;"Maintenance des agencements & installations techniques									";MEDICAL TECHNIQUE sarl;local;Bon de commandes;51 120;POLYCLINIQUE INARA;Investissement;0;
03/20/2018 00:00:00;Acquisition du consommable médical;POLYCLINIQUE AGADIR;Achats de fournitures & Consommable médical;HEMOLAB PHARMA SA;local;Bon de commandes;240 730;POLYCLINIQUE AGADIR;Investissement;3;
03/30/2017 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";LABO PHOTO SAOUID;local;Bon de commandes;6 700;Siege;Investissement;0;
09/14/2016 00:00:00;Fourniture de bureau;Siege;Achat de fournitures de bureau;SOLPRINT ;local;Marché Fournitures;117 300;Siege;Investissement;0;
09/15/2017 00:00:00;matériel de Buanderie;Siege;Autres mobiliers, mat.de bureau et aménagements divers;Sté MRAH EQUIPEMENT;local;Marché Fournitures;140 760;Siege;Investissement;60;
11/13/2017 00:00:00;Entretien et réparation des biens mobiliers;Direction régionale CASA ANFA (DRCA);"Entretien et réparations des biens mobiliers									";BEST ONE NEGOCE;local;Bon de commandes;34 200;Direction régionale CASA ANFA (DRCA);Investissement;0;
11/28/2017 00:00:00;Acquisition de mobilier;Direction régionale KENITRA KHEMISSET (DRKK);Mobilier de bureau;K INFO SYSTEME SARL;local;Bon de commandes;24 960;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
11/28/2017 00:00:00;Réception et participation aux manifestations officielles;Direction régionale RABAT SALE (DRRS);"Réception & participation aux manifestations officielles									";PALFO SARL;local;Bon de commandes;1 610;Direction régionale RABAT SALE (DRRS);Investissement;0;
01/01/2018 0:00;Service;POLYCLINIQUE INARA;Achats de travaux, études et prestations de service;BERNEG SARL;local;Marché Services;4 332;POLYCLINIQUE INARA;Investissement;3;
07/26/2016 00:00:00;LOCATION;POLYCLINIQUE MARRAKECH;Location et charges locatives;HEMOLAB SARL;local;Marché Services;249 000;POLYCLINIQUE MARRAKECH;Investissement;1 094;
04/09/2018 0:00;Service;Siege;"Entretien et réparations des biens mobiliers									";ELEXPERT;local;Bon de commandes;75 878;Siege;Investissement;0;
01/24/2018 00:00:00;Réception et participation aux manifestations officielles;Siege;Achat de produits d'entretien;EL ASRY BRAHIM;local;Bon de commandes;210;Siege;Investissement;1;
02/21/2018 00:00:00;Réception et participation aux manifestations officielles;Siege;Achat de produits d'entretien;EL ASRY BRAHIM;local;Bon de commandes;414;Siege;Investissement;1;
03/19/2018 00:00:00;Entretien et réparations des biens immobiliers ;Direction régionale CASA ANFA (DRCA);"Entretien et réparations des biens immobiliers									";STE HT 2A SARL;local;Bon de commandes;2 340;Direction régionale CASA ANFA (DRCA);Investissement;0;
04/10/2018 0:00;Fourniture de carburant et lubrifiant, des pneumatiques et chambres à air, et des accumulteurs;POLYCLINIQUE MARRAKECH;Achats Carburant et Lubrifiant Véhicule;AFRIQUIA SMDC;local;Bon de commandes;14 500;POLYCLINIQUE MARRAKECH;Investissement;15;
07/05/2017 0:00;Acquisition du consommable médical;POLYCLINIQUE TANGER;Achats de fournitures & Consommable médical;HEMOLAB PHARMA SA;local;Bon de commandes;21 000;POLYCLINIQUE TANGER;Investissement;1;
05/08/2017 0:00;Acquisition du consommable médical;POLYCLINIQUE TANGER;Achat de petit outillage et de petit équipement;PYRAMIDE  MEDICALE ;local;Bon de commandes;120;POLYCLINIQUE TANGER;Investissement;1;
01/01/2018 0:00;Fourniture de consommable et réactifs de laboratoire;POLYCLINIQUE ZIRAOUI;Achats Produits Pharmaceutiques & Laboratoires;MABIOTECH;local;Marché Fournitures;117 692;POLYCLINIQUE ZIRAOUI;Investissement;0;
02/14/2018 00:00:00;Prestation d'accueil physique et téléphonique;POLYCLINIQUE AGADIR;Achats de travaux, études et prestations de service;BASMAT SURVEILLANCE SARL;local;Marché Services;177 120;POLYCLINIQUE AGADIR;Investissement;12;
03/23/2018 00:00:00;Service;Siege;"Honoraires									";Maitre Tarik DARNOUNI;local;Bon de commandes;33 000;Siege;Investissement;0;
02/20/2018 00:00:00;produits d'entretien;POLYCLINIQUE SETTAT;Achat de produits d'entretien;MICHAAL AHMED;local;Bon de commandes;16 847;POLYCLINIQUE SETTAT;Investissement;0;
01/01/2018 0:00;Fourniture de consommable médical;POLYCLINIQUE MARRAKECH;Achats de fournitures & Consommable médical;LOHMANN RAUSCHER;local;Marché Fournitures;40 321;POLYCLINIQUE MARRAKECH;Investissement;966;
01/01/2018 0:00;Hôtellerie, hébergement, réception et restauration;POLYCLINIQUE SIDI BERNOUSSI;Achats de travaux, études et prestations de service;EXCELLENCE TRAITEUR;local;Contrat Droit Commun;603 900;POLYCLINIQUE SIDI BERNOUSSI;Investissement;553;
11/27/2017 00:00:00;Achat de combustibles;Direction régionale RABAT SALE (DRRS);Achats de combustibles;VIVO ENERGIY MAROC;local;Bon de commandes;7 500;Direction régionale RABAT SALE (DRRS);Investissement;0;
11/30/2017 00:00:00;ACQUISITION DE FOURNITURES DE BUREAU ET FOURNITURES INFORMATIQUESS;Siege;Achat de fournitures de bureau;VOTRE COM;local;Bon de commandes;384;Siege;Investissement;1;
11/17/2017 00:00:00;Entretien et réparation des biens mobiliers;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);"Entretien et réparations des biens mobiliers									";GARAGE CALIFORNIA;local;Bon de commandes;690;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
11/30/2017 00:00:00;Achat de combustibles;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Achats de combustibles;AFRIQUIA SMDC;local;Bon de commandes;6 993;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;0;
11/01/2017 0:00;Achat de combustibles;Direction régionale CHAOUIA TADLA (DRCT);Achats de combustibles;VIVO ENERGIY MAROC;local;Bon de commandes;9 859;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
03/02/2018 0:00;Maintenance;POLYCLINIQUE INARA;"Maintenance des agencements & installations techniques									";MNRS ;local;Bon de commandes;147 780;POLYCLINIQUE INARA;Investissement;0;
01/20/2018 00:00:00;Maintenance;Direction régionale CASA ANFA (DRCA);"Maintenance des agencements & installations techniques									";SCHINDLER MAROC;local;Bon de commandes;22 762;Direction régionale CASA ANFA (DRCA);Investissement;0;
04/04/2018 0:00;Maintenance;POLYCLINIQUE TANGER;"Maintenance des agencements & installations techniques									";IM ALLIANCE;local;Bon de commandes;3 600;POLYCLINIQUE TANGER;Investissement;0;
03/20/2018 00:00:00;Acquisition du consommable bureautique;Direction régionale TENSIFT ATLANTIQUE (DRTA);Achat de fournitures de bureau;POLYGAM;local;Bon de commandes;18 000;Direction régionale TENSIFT ATLANTIQUE (DRTA);Investissement;0;
11/21/2017 00:00:00;Travaux de transport;Direction régionale AGADIR (DRAG);Agencements et aménagements des constructions;AHL MHAIMAD TRAVAUX DIVERS;local;Bon de commandes;65 012;Direction régionale AGADIR (DRAG);Investissement;0;
12/13/2017 00:00:00;Matériel de cuisine;Siege;Autres mobiliers, mat.de bureau et aménagements divers;ATLAS GLOBE MAROC;local;Bon de commandes;199 800;Siege;Investissement;0;
04/10/2017 0:00;Acquisition du consommable médical;POLYCLINIQUE HAY HASSANI;Achats de fournitures & Consommable médical;SYNTHEMEDIC;local;Bon de commandes;37 196;POLYCLINIQUE HAY HASSANI;Investissement;1;
11/07/2017 0:00;Acquisition de fournitures sanitaires;Direction régionale KENITRA KHEMISSET (DRKK);Achat de fournitures d'entretien;ASSAMAKY IHYA;local;Bon de commandes;1 998;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
11/20/2017 00:00:00;Service;Siege;Achats de travaux, études et prestations de service;IMPERIUM MEDIA;local;Contrat Droit Commun;432 000;Siege;Investissement;0;
12/13/2017 00:00:00;Acquisition de fournitures informatiques;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Achat de fournitures informatiques;TA BURO SARL;local;Bon de commandes;23 100;Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH);Investissement;1;
12/22/2017 00:00:00;ACQUISITION DE FOURNITURES DE BUREAU ET FOURNITURES INFORMATIQUESS;Siege;Achat de fournitures de bureau;AMAY BURO MAROC;local;Bon de commandes;456;Siege;Investissement;0;
02/01/2017 0:00;Service;Siege;"Assurances multirisques (vol, incendie, responsabilité civil¿)									";GRAS SAVOYE;local;Contrat Droit Commun;211 151;Siege;Investissement;0;
01/01/2018 0:00;Acquisition du consommable médical;POLYCLINIQUE AGADIR;Achats de fournitures & Consommable médical;MBSTS GROUPE;local;Marché Fournitures;50 616;POLYCLINIQUE AGADIR;Investissement;942;
04/10/2017 0:00;Acquisition du consommable médical;POLYCLINIQUE HAY HASSANI;Achats de fournitures & Consommable médical;COMELAB;local;Bon de commandes;30 647;POLYCLINIQUE HAY HASSANI;Investissement;1;
12/15/2017 00:00:00;Agencement et aménagement des constructions;Direction régionale KENITRA KHEMISSET (DRKK);"Maintenance des agencements & installations techniques									";ZIAINFO;local;Bon de commandes;16 242;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
12/18/2017 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";EL ASRY BRAHIM;local;Bon de commandes;320;Siege;Investissement;1;
12/05/2017 0:00;Acquisition de fournitures de bureau;Direction régionale TANGER TETOUAN (DRTT);Achat de fournitures de bureau;VOLK IMPRIMERIE;local;Bon de commandes;2 010;Direction régionale TANGER TETOUAN (DRTT);Investissement;0;
10/10/2017 0:00;ACQUISITION DE FOURNITURES DE BUREAU ET FOURNITURES INFORMATIQUESS;Siege;Achat de fournitures de bureau;AMAY BURO MAROC;local;Bon de commandes;120;Siege;Investissement;0;
11/16/2017 00:00:00;Réception et participation aux manifestations officielles;Direction régionale KENITRA KHEMISSET (DRKK);"Réception & participation aux manifestations officielles									";SHERIF EVENTS;local;Bon de commandes;7 200;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
11/14/2017 00:00:00;Réception et participation aux manifestations officielles;Direction régionale KENITRA KHEMISSET (DRKK);"Réception & participation aux manifestations officielles									";SHERIF EVENTS;local;Bon de commandes;9 000;Direction régionale KENITRA KHEMISSET (DRKK);Investissement;0;
12/04/2017 0:00;Acquisition du Matériels de Bureau;Siege;Matériel de bureau;TA BURO SARL;local;Marché Fournitures;642 600;Siege;Investissement;60;
11/30/2017 00:00:00;Entretien et réparation des biens mobiliers;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);"Entretien et réparations des biens mobiliers									";RT2S-INFO;local;Bon de commandes;10 320;Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM);Investissement;0;
02/28/2017 00:00:00;Acquisition du consommable médical;POLYCLINIQUE HAY HASSANI;Achats de fournitures & Consommable médical;dento-cerame SARL;local;Bon de commandes;8 260;POLYCLINIQUE HAY HASSANI;Investissement;1;
12/21/2017 00:00:00;ACQUISITION DE FOURNITURES DE BUREAU ET FOURNITURES INFORMATIQUESS;Siege;Achat de fournitures de bureau;AMAY BURO MAROC;local;Bon de commandes;1 368;Siege;Investissement;0;
