,NUMERO_ORDRE,Exercice d’engagement,Date d’engagement,Rubrique budgétaire,Type d’engagement,Montant engagé,Fournisseur,type de dépense,Nature de prestation,Service bénéficiair,"type budget(I,F)"
3519,7036/2015,2015,2015-10-13 00:00:00,"Achats de travaux, études et prestations de service",Engagement,1289760.0,IFG STRATEGIE ET MANAGEMENT ,Marché Services,Formation,Siege,Investissement
3520,6051/2015,2015,2015-12-07 00:00:00,Entretien et réparations des biens immobiliers									,Engagement,3787.2,MED PLO,Bon de commandes,Entretien et réparations des biens immobiliers ,Direction régionale TANGER TETOUAN (DRTT),Investissement
3521,6712/2015,2015,2015-12-01 00:00:00,"Achats de travaux, études et prestations de service",Engagement,69960.0,M .R .S TRAVAUX S .A .R .L,Bon de commandes,Service,Direction régionale CASA ANFA (DRCA),Investissement
3522,6747/2015,2015,2015-12-29 00:00:00,Réception & participation aux manifestations officielles									,Engagement,3517.6,EL ASRY BRAHIM,Bon de commandes,Réception et participation aux manifestations officielles,Siege,Investissement
3523,DIB048/2016/90300,2016,2016-02-23 00:00:00,Entretien et réparations des biens immobiliers									,Engagement,7392.0,M .R .S TRAVAUX S .A .R .L,Bon de commandes,Maintenance,Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH),Investissement
3524,6830/2015,2015,2015-12-31 00:00:00,Achat de fournitures de bureau,Engagement,41328.0,TA BURO SARL,Bon de commandes,Réception et participation aux manifestations officielles,Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM),Investissement
3525,695/2016,2016,2016-03-09 00:00:00,Achat de fournitures de bureau,Engagement,768.0,SIMAR PUB,Bon de commandes,Acquisition de fournitures de bureau,Siege,Investissement
3526,ENG D 01/98111/98100/2016,2016,2016-03-15 00:00:00,Droits d'enregistrements et de timbres									,Engagement,300.0,BUREAUTIQUE AL ISMAILIA,Marché Travaux,Acquisition d'équipements informatiques,Direction du Système D'information,Investissement
3527,ENG D 01/98116/98100/2016,2016,2016-03-15 00:00:00,Réception & participation aux manifestations officielles									,Engagement,1600.0,GECOTRAD,Marché Travaux,Travaux,Ex Siége,Investissement
3528,ENG D 01/98112/98100/2016,2016,2016-03-15 00:00:00,"Achats de travaux, études et prestations de service",Engagement,1600.0,MEDICAR,Marché Fournitures,Acquisition du matériels médical,Ex Siége,Investissement
3529,ENG D 01/98113/98100/2016,2016,2016-03-15 00:00:00,Réception & participation aux manifestations officielles									,Engagement,1600.0,NUMELEC MAROC SARL,Marché Fournitures,Acquisition du matériels médical,Ex Siége,Investissement
3530,6802/2015,2015,2015-12-31 00:00:00,Achat de fournitures de bureau,Engagement,4200.0,CARREFOUR TECHNOLOGIE,Bon de commandes,Acquisition de fournitures de bureau,Siege,Investissement
3531,7226/2015,2015,2015-11-26 00:00:00,Mobilier de bureau,Engagement,14940.0,FECOGEMA,Bon de commandes,Acquisition du Mobilier de Bureau,Direction régionale CASA ANFA (DRCA),Investissement
3532,6726/2015,2015,2015-12-31 00:00:00,Documentation générale									,Engagement,686.0,LIBRAIRIE EL RAZI SETTAT,Bon de commandes,Documentation générale,Direction régionale CHAOUIA TADLA (DRCT),Investissement
3533,5874/2015,2015,2015-11-19 00:00:00,Entretien et réparations des biens mobiliers									,Engagement,13560.0,3 SCOM,Bon de commandes,Entretien et réparation des biens mobiliers,Direction régionale CASA ANFA (DRCA),Investissement
3534,5916/2015,2015,2015-11-30 00:00:00,Achat de fournitures de bureau,Engagement,480.0,AMAY BURO MAROC,Bon de commandes,Acquisition de fournitures de bureau,Siege,Investissement
3535,400/2016,2016,2016-02-23 00:00:00,Entretien et réparations des biens immobiliers									,Engagement,1800.0,ABOU CLIM,Bon de commandes,Entretien et réparation des biens mobiliers,Direction régionale KENITRA KHEMISSET (DRKK),Investissement
3536,5858/2015,2015,2015-11-27 00:00:00,Réception & participation aux manifestations officielles									,Engagement,2640.0,AFRAH NOUR AL KAMAR SARL,Bon de commandes,Service,Direction régionale TANGER TETOUAN (DRTT),Investissement
3537,5780/2015,2015,2015-11-16 00:00:00,Achat de fournitures de bureau,Engagement,71589.6,NAVARA BURO,Marché Fournitures,Acquisition de fournitures de bureau,Direction régionale TANGER TETOUAN (DRTT),Investissement
3538,DIB429/2015/90300,2015,2015-12-16 00:00:00,Entretien et réparations des biens mobiliers									,Engagement,1857.41,ITALCAR,Bon de commandes,Entretien et réparation des biens mobiliers,Direction régionale SIDI OTHMANE HAY HASSANI (DRSOHH),Investissement
3539,1134/2016,2016,2016-03-24 00:00:00,Achats de combustibles,Engagement,550.06,MOHAMED CHIKHAOUI STATION AFRIQUIA BERKANE,Bon de commandes,Achat de combustibles,Direction régionale ORIENT (DRO),Investissement
3540,5505/2015,2015,2015-11-17 00:00:00,Achat de fournitures de bureau,Engagement,5639.33,INSTITUT PASTEUR,Bon de commandes,Acquisition du consommable médical,Siege,Investissement
3541,7925/2015,2015,2015-10-01 00:00:00,Entretien et réparations des biens immobiliers									,Engagement,80.0,PSIA,Marché Services,Service,Ex Siége,Investissement
3542,7925/2015,2015,2015-10-01 00:00:00,"Achats de travaux, études et prestations de service",Engagement,300.0,PSIA,Marché Services,Service,Ex Siége,Investissement
3543,E01/2015/94100,2015,2015-12-22 00:00:00,Mobilier de bureau,Engagement,52992.0,IMPRIMERIE PAPETERIE NEGOCE KARAWYINE (IPNK) ,Bon de commandes,Acquisition du Mobilier de Bureau,Direction régionale FES-SAISS (DRFS),Investissement
3544,DRRS 16/2016/91100,2016,2016-03-14 00:00:00,Entretien et réparations des biens mobiliers									,Engagement,540.0,STOKVIS,Bon de commandes,Réparation,Direction régionale RABAT SALE (DRRS),Investissement
3545,7178/2015,2015,2015-12-31 00:00:00,Réception & participation aux manifestations officielles									,Engagement,2840.25,TOP CLASS ESPRESSO,Bon de commandes,Réception et participation aux manifestations officielles,Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM),Investissement
3546,6919/2016,2016,2016-04-14 00:00:00,Formation									,Engagement,115200.0,LMS-formation,Marché Services,Formation,Siege,Investissement
3547,5006/2016,2016,2016-08-18 00:00:00,"Achats de travaux, études et prestations de service",Engagement,864000.0,DIORH,Marché Services,Service,Siege,Investissement
3548,7507/2016,2016,2016-11-23 00:00:00,Matériel de bureau,Engagement,11520.0,TA BURO SARL,Bon de commandes,Travaux,Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM),Investissement
3549,BC 068/2016/91100,2016,2016-11-11 00:00:00,Réception & participation aux manifestations officielles									,Engagement,385.0,PALFO SARL,Bon de commandes,Réception et participation aux manifestations officielles,Direction régionale RABAT SALE (DRRS),Investissement
3550,5581/2016,2016,2016-09-30 00:00:00,Réception & participation aux manifestations officielles									,Engagement,2640.0, STE AFRAH BENLAFKIH,Contrat Droit Commun,Réception et participation aux manifestations officielles,Direction régionale CHAOUIA TADLA (DRCT),Investissement
3551,8128/2016,2016,2016-12-14 00:00:00,"Autres installations techniques, matériel et outillage",Engagement,78000.0,LE MONDE DU JARDIN,Bon de commandes,"Installations techniques, Matériel et Outillage",Siege,Investissement
3552,7939/2016,2016,2016-12-06 00:00:00,Entretien et réparations des biens immobiliers									,Engagement,6048.0,AL BOUGHAZ BATI sarl,Bon de commandes,Entretien et réparations des biens immobiliers ,Direction régionale TANGER TETOUAN (DRTT),Investissement
3553,6357/2016,2016,2016-10-18 00:00:00,Missions									,Engagement,11460.0,DIWAN TOURS,Contrat Droit Commun,Missions,Siege,Investissement
3554,5305/2016,2016,2016-09-19 00:00:00,Achats de combustibles,Engagement,4785.09,STE VIVO ENERGY MAROC S. A  (EX SHELL),Bon de commandes,Achat de combustibles,Direction régionale KENITRA KHEMISSET (DRKK),Investissement
3555,6971/2016,2016,2016-11-07 00:00:00,Location de biens mobiliers									,Engagement,19800.0,TRANSWORLD SOLUTIONS,Bon de commandes,LOCATION,Siege,Investissement
3556,5166/2016,2016,2016-08-31 00:00:00,Réception & participation aux manifestations officielles									,Engagement,2803.2,EL ASRY BRAHIM,Bon de commandes,Réception et participation aux manifestations officielles,Siege,Investissement
3557,8366/2016,2016,2016-12-21 00:00:00,Entretien et réparations des biens immobiliers									,Engagement,47280.0,NORDAS,Bon de commandes,Réparation,Siege,Investissement
3558,8087/2016,2016,2016-12-09 00:00:00,Entretien et réparations des biens mobiliers									,Engagement,1397.59,WINCOR NIXDORF,Marché Travaux,Acquisition d'équipements informatiques,Direction des moyens generaux,Investissement
3559,6322/2016,2016,2016-10-18 00:00:00,Réception & participation aux manifestations officielles									,Engagement,3009.0,EL ASRY BRAHIM,Bon de commandes,Réception et participation aux manifestations officielles,Siege,Investissement
3560,5169/2016,2016,2016-09-01 00:00:00,Achat de fournitures de bureau,Engagement,360.0,AMAY BURO MAROC,Bon de commandes,Acquisition de fournitures de bureau,Siege,Investissement
3561,BC 0032/2016/9310,2016,2016-09-22 00:00:00,Maintenance des agencements & installations techniques									,Engagement,33102.0,MOUJAHIDCOM S.A.R.L,Bon de commandes,Maintenance,Direction régionale CHAOUIA TADLA (DRCT),Investissement
3562,7378/2016,2016,2016-11-19 00:00:00,Achat de fournitures de bureau,Engagement,240.0,AMAY BURO MAROC,Bon de commandes,Acquisition de fournitures de bureau,Siege,Investissement
3563,6613/2016,2016,2016-10-22 00:00:00,Entretien et réparations des biens mobiliers									,Engagement,1320.0,GARAGE CALIFORNIA,Bon de commandes,Entretien et réparation des biens mobiliers,Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM),Investissement
3564,5219/2016,2016,2016-09-07 00:00:00,"Achats de travaux, études et prestations de service",Engagement,3270600.0,DOC ARCHIVES,Marché Services,Service,Siege,Investissement
3565,4039/2016,2016,2016-06-28 00:00:00,Autres immobilisations incorporelles,Engagement,192000.0,NEOXIA MAROC,Bon de commandes,Logiciel,Siege,Investissement
3566,3040/2016,2016,2016-05-19 00:00:00,"Achats de travaux, études et prestations de service",Engagement,773280.0,STE IKRAM SERVICE NET Narimane,Marché Services,,Direction régionale CHAOUIA TADLA (DRCT),Investissement
3567,4698/2016,2016,2016-08-01 00:00:00,Formation									,Engagement,21000.0,FACULTE DES SCIENCES ECONOMIQUES JURIDIQUES ET SOCIALES,Contrat Droit Commun,Formation,Siege,Investissement
3568,4702/2016,2016,2016-07-29 00:00:00,Achat de fournitures de bureau,Engagement,7341.6,NAVARA BURO,Marché Fournitures,Acquisition de fournitures de bureau,Direction régionale CASA ANFA (DRCA),Investissement
3569,467/2016/94100,2016,2016-10-10 00:00:00,Maintenance des agencements & installations techniques									,Engagement,3120.0,STE DELTA SAL,Bon de commandes,Maintenance,Direction régionale FES-SAISS (DRFS),Investissement
3570,5287/2016,2016,2016-09-16 00:00:00,Achat de fournitures de bureau,Engagement,840.0,AMAY BURO MAROC,Bon de commandes,Acquisition de fournitures de bureau,Siege,Investissement
3571,BC 025,2016,2016-07-13 00:00:00,Maintenance des agencements & installations techniques									,Engagement,1800.0,SOLVO TRAVAUX DIVERS S.A.R.L,Bon de commandes,Réparation,Direction régionale CHAOUIA TADLA (DRCT),Investissement
3572,BC 26/2016/9310,2016,2016-07-27 00:00:00,Installations techniques,Engagement,29400.0,STE MUSHAS PUB,Bon de commandes,"installation technique,materiel et outillage",Direction régionale CHAOUIA TADLA (DRCT),Investissement
3573,3927/2016,2016,2016-06-24 00:00:00,Achat de fournitures de bureau,Engagement,1536.0,SIMAR PUB,Bon de commandes,Acquisition de fournitures de bureau,Siege,Investissement
3574,4193/2016,2016,2016-06-28 00:00:00,Achat de fournitures informatiques,Engagement,84000.0,TA BURO SARL,Marché Fournitures,ACQUISITION DE FOURNITURES DE BUREAU ET FOURNITURES INFORMATIQUESS,Direction régionale CASA ANFA (DRCA),Investissement
3575,8473/2015,2015,2015-12-09 00:00:00,Matériel informatique,Engagement,478200.0,MICRODATA,Marché Fournitures,Acquisition de Matériel informatique,Siege,Investissement
3576,BC 57/2016/91100**,2016,2016-09-07 00:00:00,Entretien et réparations des biens immobiliers									,Engagement,6000.0,SMAFI SARL,Bon de commandes,Entretien et réparations des biens immobiliers ,Direction régionale RABAT SALE (DRRS),Investissement
3577,3066/2016,2016,2016-05-20 00:00:00,Réception & participation aux manifestations officielles									,Engagement,2840.25,TOP CLASS ESPRESSO,Bon de commandes,Réception et participation aux manifestations officielles,Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM),Investissement
3578,6223/2016,2016,2016-10-14 00:00:00,Installations techniques,Engagement,7299.6,STE ETS RHANOUI ET FILS SARL,Bon de commandes,Acquisition d'équipement électrique,Direction régionale KENITRA KHEMISSET (DRKK),Investissement
3579,6232/2016,2016,2016-10-14 00:00:00,Achat de fournitures de bureau,Engagement,74400.0,EQUIPEMENT OMARIYA,Bon de commandes,Acquisition de fournitures de bureau,Siege,Investissement
3580,4562/2016,2016,2016-07-27 00:00:00,Achat de fournitures de bureau,Engagement,240.0,AMAY BURO MAROC,Bon de commandes,Acquisition de fournitures de bureau,Siege,Investissement
3581,3323/2016,2016,2016-06-02 00:00:00,Réception & participation aux manifestations officielles									,Engagement,2803.2,EL ASRY BRAHIM,Bon de commandes,Réception et participation aux manifestations officielles,Siege,Investissement
3582,3933/2016,2016,2016-06-24 00:00:00,Réception & participation aux manifestations officielles									,Engagement,2805.0, STE AFRAH BENLAFKIH,Contrat Droit Commun,Réception et participation aux manifestations officielles,Direction régionale CHAOUIA TADLA (DRCT),Investissement
3583,8413/2015,2015,2016-05-12 00:00:00,Installations techniques,Engagement,81600.0,PROSYSTEME SARL,Marché Travaux,Travaux,Siege,Investissement
3584,2825/2016,2016,2016-05-12 00:00:00,Formation									,Engagement,6000.0,BOTTOM LINE CONSULTING,Contrat Droit Commun,Formation,Siege,Investissement
3585,MARCHE 01/2016/94100,2016,2016-05-26 00:00:00,Achat de fournitures de bureau,Engagement,79360.8,NAVARA BURO,Marché Fournitures,Acquisition du consommable informatique et bureautique,Direction régionale FES-SAISS (DRFS),Investissement
3586,3240/2016,2016,2016-05-11 00:00:00,Matériel informatique,Engagement,567660.0,TA BURO SARL,Marché Fournitures,Acquisition de Matériel informatique,Siege,Investissement
3587,2706/2016,2016,2016-01-01 00:00:00,Achat de fournitures de bureau,Engagement,141120.0,SOLPRINT ,Marché Fournitures,Acquisition de fournitures de bureau,Siege,Investissement
3588,4801/2016,2016,2016-07-01 00:00:00,Documentation générale									,Engagement,108.0,LIBRAIRIE EL RAZI SETTAT,Bon de commandes,Documentation générale,Direction régionale CHAOUIA TADLA (DRCT),Investissement
3589,364/2016/94100,2016,2016-07-28 00:00:00,Maintenance des agencements & installations techniques									,Engagement,7096.8,STE ALPHA ECLAIRAGE,Bon de commandes,Maintenance,Direction régionale FES-SAISS (DRFS),Investissement
3590,C08/2016/94100,2016,2016-05-30 00:00:00,Mobilier de bureau,Engagement,58020.0,IMPRIMERIE PAPETERIE NEGOCE KARAWYINE (IPNK) ,Bon de commandes,Acquisition du Mobilier de Bureau,Direction régionale FES-SAISS (DRFS),Investissement
3591,3934/2016,2016,2016-06-16 00:00:00,"Agencements, techniques et aménagements divers",Engagement,49920.0,M .R .S TRAVAUX S .A .R .L,Bon de commandes,Agencement et aménagement des constructions,Direction régionale AIN SEBAA HAY MOHAMMADI (DRASHM),Investissement
3592,213/2017,2017,2017-02-22 00:00:00,Achats de combustibles,Engagement,1800.0,LARACHE MOHAMMED,Bon de commandes,Achat de combustibles,Direction régionale KENITRA KHEMISSET (DRKK),Investissement
